obs_cancelamento;data_cancelamento
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO QUESTÕES FINANCEIRAS. EQUIPAMENTO JÁ REMOVIDO POR DEBITOS. FOI OFERECIDO AO CLIENTE ATIVAÇÃO COM DESCONTO DE 50% EM DUAS MENSALIDADES, MAS A CLIENTE OPTOU PELO CANCELAMENTO. CIENTE DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO.;31/03/2023
Importado Cancelado do SGP;27/03/2023
CLIENTE VIA ESCRITÓRIO DESEJA CANCELAMENTO DO CONTRATO POIS ESTÁ INSATISFEITO E NÃO ACEITOU OFERTAS.;17/06/2024
Importado Cancelado do SGP;28/09/2023
Importado Cancelado do SGP;18/09/2023
EQUIPAMENTO REMOVIDO.;02/08/2022
CANCELADO POR INADIMPLÊNCIA REFERENTE AO MÊS DE NOVEMBRO, DEZEMBRO E JANEIRO.;26/03/2024
Importado Cancelado do SGP;15/03/2023
EQUIPAMENTO REMOVIDO.;28/11/2022
CADASTRO INDEVIDO.;14/04/2022
Importado Cancelado do SGP;19/11/2022
Importado Cancelado do SGP;12/09/2023
Importado Cancelado do SGP;31/07/2023
Importado Cancelado do SGP;28/08/2023
EQUIPAMENTO DESVINCULADO. CLIENTE NÃO RETORNA SE DESEJA REATIVAR O SERVIÇO. POR ESSE MOTIVO O SEU CADATSRO ESTÁ SENDO CANCELADO POR INATIVIDADE.;06/09/2023
CANCELADO POR INVIABILIDADE TECNICA.;20/04/2022
Cliente solicitou cancelamento informando que já havia contratado outro provedor. Foi proposta a transferência de titularidade, mas sem interesse por parte do cliente. Ciente do financeiro, do prazo de reativação do serviço no mesmo endereço, em até 3 meses com isenção de taxa e que o cancelamento só será concluído com a remoção do equipamento de sua residência.↵EQUIPAMENTO REMOVIDO;27/06/2023
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE NOVEMBRO, DEZEMBRO E JANEIRO.;16/03/2024
EQUIPAMENTO NÂO REMOVIDO.↵CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE MARÇO E ABRIL.;12/07/2024
Importado Cancelado do SGP;23/10/2023
Importado Cancelado do SGP;25/05/2023
Importado Cancelado do SGP;23/11/2022
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO MUDANÇA PARA LOCAL NÃO CABEADO. REALIZOU PAGAMENTO DE TAXA, FOI ABERTO ESTORNO.;15/05/2023
Cliente solicitou cancelamento enformando mudança de endereço . foi oferecido suspenção temporária , mais a cliente optou pelo cancelamento. Ciente do financeiro, e que o cancelamento só será concluído com a remoção do equipamento de sua residência.;10/08/2023
CADASTRO INATIVO.;14/09/2022
CLIENTE CANCELADO. DISSE QUE ESSE PONTO ERA UTILIZADO POR UM TERCEIRO EM SUA CASA ALUGADA, O INQUILINO ENCERROU O CONTRATO E SAIU DO LOCAL. NÃO TEVE INTERESSE NA SUSPENSÃO TEMPORÁRIA. CIENTE DO FINANCEIRO, EQUIPAMENTOS ENTREGUES.;29/01/2024
CADASTRO NÃO ATIVO.;28/09/2022
CANCELADO POR INADIMPLÊNCIA - REFERENTE AO MÊS DE JUN E JUL 2023;26/12/2023
01/12/2023 - Cliente cancelado. Pediu desligamento informando que um terceiro utilizava o serviço na zona rural e não fará mais uso. Foi proposta a transferência de titularidade mas o cliente não teve interesse. Ciente do financeiro e da pendência de remoção do equipamento.;01/12/2023
CLIENTE CANCELADO. ESTÁ EXTREMAMENTE INSATISFEITO COM A PRESTAÇÃO DO SERVIÇO, NÃO ESTÁ ABERTO A NEGOCIAÇÕES. CIENTE DO FINANCEIRO E DA PENDÊNCIA DE REMOÇÃO DO EQUIPAMENTO.;31/01/2024
Importado Cancelado do SGP;27/09/2022
Importado Cancelado do SGP;28/08/2023
CADASTRO NÃO ATIVO.;09/06/2022
CADASTRO CANCELADO POR INVIABILIDADE.;24/04/2022
Importado Cancelado do SGP;14/11/2022
Importado Cancelado do SGP;26/06/2023
CLIENTE DESITIU DA ATIVAÇÃO.;25/04/2022
"Cliente solicitou cancelamento informando insatisfação com o serviço prestado por ""Carlinhos"", informando demora do mesmo para responder suas mensagens. ↵Foi proposta uma visita técnica com urgência, e após recusa, foi proposta a transferência de titularidade, mas sem interesse por parte do cliente. ↵Ciente do financeiro e da pendência de remoção do equipamento.";15/08/2023
TITULARIDADE TRANSFERIDA PARA: 236834 - CECILIA VIVIANE MARTINS;29/08/2024
Cliente solicitou cancelamento informando que não estava usando o serviço pois não estaria mais morando na residência. Oferecido mudança de titularidade, juntamente com a suspenção temporária mais a mesma não aceitou. Ciente do financeiro, do prazo de reativação do serviço no mesmo endereço, em até 3 meses com isenção de taxa e que o cancelamento só será concluído com a remoção do equipamento de sua residência.;10/08/2023
CLIENTE SOLICITOU CANCELAMENTO INFORMANDO QUESTÕES FINANCEIRAS, REALIZADO CONTATO, OFERECIDO DESCONTO DE 50% EM DUAS MENSALIDADES, ALTERAÇÃO NA DATA DE VENCIMENTO. TROCA DE TITULARIDADE, MAS A CLIENE OPTOU PELO CANCELAMENTO. FICOU CIENTE DO FINANCEIRO, DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SE TAXA DE INSTALAÇÃO, E QUE O CANCELAMENTO SÓ SERÁ FINALIZADO APÓS REMOÇÃO DE EQUIPAMENTO.↵↵EQUIPAMENTO REMOVIDO.;24/04/2023
Importado Cancelado do SGP;27/02/2023
Importado Cancelado do SGP;23/11/2022
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE JANEIRO E FEVEREIRO.↵EQUIPAMENTO NÂO RECOLHIDO;16/05/2024
EQUIPAMENTO REMOVIDO.;14/11/2022
CANCELADO POR INADIMPLÊNCIA REFERENTE AO MÊS DE  AGOSTO E SETEMBRO;16/02/2024
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE FEVEREIRO E MARÇO.↵REMOVIDO ONU + FONTE;20/06/2024
Importado Cancelado do SGP;17/04/2023
CLIENTE SOLCIITA CANCELAMENTO DE SEU CONTRATO POIS IRÁ MUDAR DE ENDEREÇO E NO ENDEREÇO JÁ POSSUI INTERNET COM A EMPRESA, EM CONTATO VIA WHATSAPP OFERTADO MUDANÇA DE TITULARIDADE E O MESMO DECIDIU MANTER O CANCELAMENTO.;28/09/2023
Importado Cancelado do SGP;28/02/2023
CLIENTE DESISTIU DA INSTALAÇÃO.;26/04/2022
Importado Cancelado do SGP;25/04/2023
Importado Cancelado do SGP;27/02/2023
EQUIPAMENTO REMOVIDO.;30/01/2023
CLIENTE DESISTIU DA ATIVAÇÃO.;03/05/2022
Importado Cancelado do SGP;30/11/2022
Importado Cancelado do SGP;23/10/2023
CLIENTE DESISTIU DA INSTALAÇÃO.;24/04/2022
CLIENTE DESISTIU DA INSTALAÇÃO.;23/04/2022
CLIENTE CANCELADA. MUDOU-SE PARA PARAZINHO/RN E NÃO TEMOS ATENDIMENTO NO LOCAL. NÃO TEVE INTERESSE EM TRANSFERIR A TITULARIDADE. FINANCEIRO QUITADO E CIENTE DA PENDÊNCIA DE REMOÇÃO DO EQUIPAMENTO.;06/02/2024
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE ABRIL E MAIO.↵REMOVIDO ONU + ROTEADOR + FONTES;19/08/2024
CLIENTE CANCELADA. VAI SE MUDAR PARA ASSU, FOI PROPOSTA A REATIVAÇÃO COM DESCONTO EM 3 MESES, NO LOCAL MAS A CLIENTE NÃO TEVE INTERESSE. TAMBÉM NÃO QUIS TRANSFERIR A TITULARIDADE.↵IRÁ ENTREGAR OS EQUIPAMENTOS NO ESCRITÓRIO.;22/01/2024
CANCELADO POR INADIMPLÊNCIA REFERENTE AO MÊS DE AGOSTO E SETEMBRO.↵NÃO REMOVIDO ONU + ROTEADOR + KIT BOX + 3 FONTES;27/02/2024
Importado Cancelado do SGP;28/09/2023
CLIENTE NÃO DEU MAIS RETORNO. EQUIPAMENTOS JÁ REMOVIDOS E SEM FINANCEIRO.;06/05/2024
Cliente solicitou cancelamento do ponto informando que utilizava numa casa de praia e entregará a mesma. Foi proposta a suspensão temporária mas o titular não tem previsão de quando alugará outro local. Também não teve interesse na transferência de titularidade.↵Ciente do financeiro e da pendência de remoção do equipamento.;17/08/2023
Importado Cancelado do SGP;04/05/2023
Importado Cancelado do SGP;05/06/2023
CANCELADO POR INADIMPLÊNCIA - REFERENTE AO MÊS DE JUN E JUL 2023;19/12/2023
EQUIPAMENTO REMOVIDO.;20/01/2023
Importado Cancelado do SGP;18/09/2023
Importado Cancelado do SGP;19/11/2022
Cliente solicitou cancelamento informando mudança de endereço para Caico. Realizado contato via telefone e foi sugerido mudança de endereço e suspensão temporária, mais o cliente preferiu pelo cancelamento. O mesmo informou que realizou pagamento dos boletos, porem se encontram em aberto o mês 5 e 6. orientado ao cliente envio dos comprovantes de pagamento via whatsApp. ciente da remoção do equipamento. Prazo de 3 meses para ativação no mesmo endereço sem taxa de instalação.;10/08/2023
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE FEVEREIRO E MARÇO.↵EQUIPAMENTO NÂO RECOLHIDO;03/06/2024
Importado Cancelado do SGP;23/11/2022
Importado Cancelado do SGP;19/11/2022
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE DEZEMBRO E JANEIRO.↵RECOLHIDO ONU + FONTES + ROTEADOR + KIT BOX + CONTROLE;08/04/2024
Importado Cancelado do SGP;31/07/2023
EQUIPAMENTO REMOVIDO.;27/02/2023
Ciente cancelado, pois pediu desligamento informando que nesse ponto quem morava era sua mãe, e no momento esta desocupado. ↵O cliente já entregou os equipamentos em loja e pagou dos títulos pendentes de pagamento.;18/10/2023
Importado Cancelado do SGP;17/11/2022
CLIENTE VIA TELEFONE DESEJA CANCELAMENTO DO CONTRATO POIS MUDARÁ DE ENDEREÇO PARA CURRAIS NOVOS E TEM INTERNET NO LOCAL, NÃO ACEITOU OFERTAS, ESTÁ CIENTE DO FINANCEIRO.;28/08/2024
CANCELADO POR INADIMPLÊNCIA - REFERENTE AO MÊS DE JULHO E AGOSTO 2023/ MULTA REPOSIÇÃO DE EQUIPAMENTOS REF. AO EQUIPAMENTO ROTEADOR + FONTE NÃO DEVOLVIDO/ MULTA REPOSIÇÃO DE EQUIPAMENTOS REF. AO EQUIPAMENTO ONU + FONTE NÃO DEVOLVIDO;28/12/2023
Importado Cancelado do SGP;24/10/2023
EQUIPAMENTO REMOVIDO. ↵↵CLIENTE SOLCITOU CANCELAMENTO DO CONTRATO INFORMNADO QUESTÕES FINANCEIRAS. REALIZADO CONTATO, VERIFICADO QUE HAVIA UMA SOLICITAÇÃO DE MUDANÇA DE ENDEREÇO, MAS AINDA NÃO HAVIA PAGAMENTO DA TAXA, FOI OFERECIDO ATIVAÇÃO NO ENDEREÇO ATUAL SEM TAXA. DESCONTO DE 50% EM DUAS MENSALIDADES, ALETERAÇÃO DE PLANO PRA PLANO STARTTV, MAS A CLIENTE OPTOU PELO CANCELAMENTO. FICOU CIENTE DO FINANCEIRO, DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA, E QUE O CANCELAMENTO SÓ SERÁ FINALIZADO APÓS REMOÇÃO DE EQUIPAMENTO.;14/04/2023
CANCELAMENTO POR INADIMPLÊNCIA;30/08/2022
EQUIPAMENTO REMOVIDO.;20/12/2022
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE ABRIL E MAIO.↵REMOVIDO ONU + ROTEADOR + FONTES;14/08/2024
Importado Cancelado do SGP;13/03/2023
Importado Cancelado do SGP;03/05/2023
Importado Cancelado do SGP;23/11/2022
Importado Cancelado do SGP;23/10/2023
Importado Cancelado do SGP;21/11/2022
EQUIPAMENTO REMOVIDO. ↵↵CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO PLOBEMAS FINANCEIROS. REALIZADO CONTATO, OFERECIDO DESCONTO EM UMA MENSALIDADE, ALTERAÇÃO NA DATA DE VENCIMENTO, MAS O MEMSO INFORMA QUE SUA ESPOSA CONTRATOU OUTRO PROVEDOR, DEVISO COBRANÇAS RECEBIDAS. FICOU CIENTE DO FINANCEIRO, DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO E QUE O CANCELAMENTO SÓ SERÁ FINALIZADO APÓS REMOÃO DE EQUIPAMENTO.;30/03/2023
CANCELADO POR INADIMPLÊNCIA REFERENTE AO MÊS DE AGOSTO E SETEMBRO.;28/02/2024
TITULARIDADE TRANSFERIDA PARA: 260757 - VALDO FIRMINO DE OLIVEIRA;21/06/2024
CLIENTE HAVIA SOLICITADO CANCELAMENTO MAS NÃO INFORMOU MOTIVO TENTADO CONTATO VIA WHATSAPP E TELEFONE PORÉM SEM SUCESSO NO RETORNO, EQUIPAMENTO ENTREGUE, SEM DÉBITO PENDENTE.;10/05/2024
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO MUDANÇA PARA NATAL. SEM PREVISÃO DE RETORNO PARA O ENDEREÇO, FOI OFERECIDO MUDANÇA DE TITULARIDADE, MAS A MESMA OPTOU PELO CANCELAMENTO. FICOU CIENTE DO FINANCEIRO, DO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO. REALIZOU ENTREGA DE EQUIPAMENTO EM LOJA.;19/10/2022
CLIENTE DESISTIU DA INSTALAÇÃO.;26/04/2022
Importado Cancelado do SGP;14/11/2023
Importado Cancelado do SGP;19/11/2022
CLIENTE CANCELADA. SE MUDOU PARA UM LOCAL ONDE NÃO HÁ ATENDIMENTO. NÃO TEVE INTERESSE EM TRANSFERIR A TITULARIDADE. CIENTE DO FINANCEIRO E DA PENDÊNCIA DE REMOÇÃO DO EQUIPAMENTO.;15/02/2024
O cliente informou que esta sem o uso da internet, por que esta sem celular. Entramos em contato com a mesma via whatsapp e ligação. Via whatsapp ela informou que gostaria da suspenção temporária> então demos continuidade com a suspenção, conforme o solicitado.;05/09/2023
Importado Cancelado do SGP;22/05/2023
Importado Cancelado do SGP;13/02/2023
EQUIPAMENTO REMOVIDO.;16/06/2022
CLIENTE DESISTIU DA ATIVAÇÃO.;03/05/2022
EQUIPAMENTO REMOVIDO.;13/09/2022
Importado Cancelado do SGP;28/02/2023
CLIENTE VIA ESCRITÓRIO DESEJA CANCELAMENTO DO CONTRATO POIS A PESSOA QUE UTILIZAVA NÃO DESEJA MAIS O CONTRATOPOIS MUDOU-SE, TENTADO CONTATO POR WHATSAPP E TELEFONE PORÉM SEM SUCESSO NO RETORNO, INFORMAÇÕES ENVIADAS VIA WHATSAPP.;12/04/2024
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFOMANDO QUESTÕES FINANCEIRAS. REALIZADO CONTATO, OFERECIDO ALTERAÇÃO DE PLANO PARA 150MB , E DESCONTO DE 50% EM DUAS MENSALIDADES, OPTOU PELO CANCELAMENTO.  EQUIPAMENTO ENTREGUES.;22/08/2023
Importado Cancelado do SGP;03/06/2023
Importado Cancelado do SGP;17/11/2022
Importado Cancelado do SGP;14/11/2022
CANCELADO POR INADIMPLÊNCIA REFERENTE AO MÊS DE AGOSTO E SETEMBRO.;29/02/2024
Importado Cancelado do SGP;08/02/2023
Importado Cancelado do SGP;05/07/2023
CANCLAMENTO POR INADIMPLÊNCIA;26/10/2022
CANCELADO POR INADIMPLÊNCIA REFERENTE AO MÊS DE JULHO E AGOSTO;24/01/2024
CLIENTE DESISTIU DA ATIVAÇÃO.;27/04/2022
CLIENTE NÃO RETIDO. SOLISICOTU CANCELAMENTO VIA WPP POIS MUDOU-SE PARA SÃO PAULO. OFERTADA E NÃO ACEITA MUDANÇA DE TITULARIDADE/SUSPENSÃO TEMPORÁRIA. CIENTE DO FINANCEIRO E DA REMOÇÃO DOS EQUIPAMENTOS.;08/04/2024
NÃO RETIDO.↵CLIENTE SOLICITOU CANCELAMENTO INFORMANDO O FECHAMNENTO DO SEU PONTO COMERCIAL. NÃO DESEJOU UMA MUDANÇA DE ENDEREÇO NEM ALTERAÇÃO DE TITULARIDADE POIS ELE MORA COM A SUA AVÓ QUE JA POSSUI OS SERVIÇOS DA TELECAB. PASSEI TODO O SEU FINANCEIRO O QUAL SÓ TEM COMO ARCAR NO FINAL DO MÊS. COMBINEI A REMOÇÃO DOS EQUIPAMENTOS O MESMO IRÁ ENTREGAR AMANHÃ NO ESCRITÓRIO DO ALTO DO RODRIGUES.;16/08/2023
CLIENTE DESISTIU DA ATIVAÇÃO.;02/05/2022
CANCELADO POR INADIMPLÊNCIA REFERENTE AO MÊS SETEMBRO E OUTUBRO;09/04/2024
Importado Cancelado do SGP;27/03/2023
Importado Cancelado do SGP;27/06/2023
Importado Cancelado do SGP;24/07/2023
Importado Cancelado do SGP;23/08/2023
Importado Cancelado do SGP;26/12/2022
Importado Cancelado do SGP;03/06/2023
Importado Cancelado do SGP;25/09/2023
Importado Cancelado do SGP;20/11/2023
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE JANEIRO E FEVEREIRO.↵REMOVIDO ROTEADOR + ONU + BOX TV + CONTROLE + FONTES;14/05/2024
Importado Cancelado do SGP;26/06/2023
CLIENTE CANCELADO. SE MUDOU PARA ÁREA NÃO ATENDIDA. FOI PROPOSTA A TRANSFERÊNCIA DE TITULARIDADE, MAS SEM INTERESSE. ENTREGOU O EQUIPAMENTO NO ESCRITÓRIO E CIENTE DO FINANCEIRO.;25/01/2024
NÃO ATIVO.;16/09/2022
Importado Cancelado do SGP;24/07/2023
Importado Cancelado do SGP;16/03/2023
Importado Cancelado do SGP;31/12/2022
CANCELADO POR INADIMPLÊNCIA REF AOS VENCIMENTOS DE JULHO E AGOSTO;27/01/2024
Importado Cancelado do SGP;05/07/2023
Importado Cancelado do SGP;05/06/2023
CLIENTE CANCELADA. PEDIU DESLIGAMENTO INFORMANDO QUE ESTÁ DE MUDANÇA PARA PERNAMBUCO. A CLIENTE INFORMOU QUE GOSTARIA CONTINUAR USANDO O SERVIÇO, MAS INFELIZMENTE NÃO HÁ ATENDIMENTO NA CIDADE DE DESTINO. FOI PROPOSTA A SUSPENSÃO TEMPORÁRIA, MAS ELA INFORMOU QUE NÃO TEM PREVISÃO DE RETORNO, ASSIM COMO TAMBÉM NÃO CONHECE NINGUÉM NA CIDADE DE LAJES PARA TRANSFERIR A TITULARIDADE. CIENTE DO FINANCEIRO E DA PENDÊNCIA DE REMOÇÃO DO EQUIPAMENTO.;16/12/2023
CANCELADO POR INVIABILIDADE TECNICA.;11/06/2022
ATIVO INDEVIDO.;31/05/2022
CLIENTE SOLICITOU CANCELAMENTO POIS ESTÁ EM NATAL ENQUANTO MUDARÁ DE ENDEREÇO, OFERTADO SUSPENSÃO TEMPORÁRIA PARA REALIZAÇÃO DA MUDANÇA DE ENDEREÇO E A MESMA FICOU DE RETORNAR, TENTATIVA DE LIGAÇÕES E MENSGENS A MESMA NAO RESPONDE.;01/11/2023
Cliente solicitou cancelamento informando mudança de endereço para pau branco CEARA. Foi proposta a mudança de endereço, mas  não atendemos no novo endereço. Ciente do financeiro, do prazo de reativação do serviço no mesmo endereço, em até 3 meses com isenção de taxa e que o cancelamento só será concluído com a remoção do equipamento de sua residência.↵equipamento removido.;30/05/2023
CADASTRO NÃO ATIVO.;14/07/2022
CADASTRO NÃO ATIVO.;28/09/2022
Importado Cancelado do SGP;28/02/2023
EQUIPAMENTO REMOVIDO.;17/02/2023
Importado Cancelado do SGP;25/09/2023
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO MUDANÇA DE ENDEREÇO PARA O EXTERIOR. SEM PREVISÃO DE RETORNO PARA O ENDEREÇO, OFERECIDO TROCA DE TITULARIDADE MAS O MESMO OPTOU PELO CANCELAMENTO. ENVIADO BOLETO PARA PAGAMENTO. INFORMADO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO E QUE O CANCELAMENTO SÓ SERÁ FINALIZADO APÓS REMOÇÃO DO EQUIPAMENTO.↵EQUIPAMENTO REMOVIDO;29/06/2023
EQUIPAMENTO REMOVIDO.;14/11/2022
Importado Cancelado do SGP;04/07/2023
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE DEZEMBRO E JANEIRO.↵EQUIPAMENTO NÂO RECOLHIDO;11/04/2024
Importado Cancelado do SGP;24/04/2023
CLIENTE VIA PLATAFORMA DESEJA CANCELAMENTO DO SERVIÇO ALEGANDO NÃO UTILIZAR, NÃO ACEITOU MUDANÇA DE TITULARIDADE E SUSPENSÃO.;16/04/2024
EQUIPAMENTO ENTREGUE EM LOJA.;09/11/2022
Cliente solicitou cancelamento do contrato informando mudança de endereço. Foi proposta a suspensão temporária do serviço uma vez a cada 12 meses, em um prazo mínimo de 30 dias e máximo de 120 dias. Pra reativar o serviço dentro do prazo no mesmo endereço não é cobrado taxa de instalação. Mas sem interesse por parte do cliente. Ciente do financeiro, do prazo de reativação do serviço no mesmo endereço, em até 3 meses com isenção de taxa e que o cancelamento só será concluído com a remoção do equipamento de sua residência.;15/05/2023
Importado Cancelado do SGP;23/11/2022
CLIENTE NÃO RETIDO. SOLICITOU CANCELAMENTO VIA PLATAFORMA POR INSATISFAÇÃO COM O SERVIÇO. VISTO QUE HOUVE VISITA EM JANEIRO MAS INFORMOU QUE O PROBLEMA PERSISTIA E NÃO ACEITOU OUTRA VISITA. CIENTE DO FINANCEIRO E DA REMOÇÃO DOS EQUIPAMENTOS.;15/04/2024
Importado Cancelado do SGP;18/09/2023
CLIENTE NÃO RETIDO. SOLICITOU CANCELAMENTO VIA PLATAFORMA POR MUDANÇA DE ESTADO. OFERTADA E NÃO ACEITA MUDANÇA DE TITULARIDADE. CIENTE DO FINANCEIRO E DA REMOÇÃO DOS EQUIPAMENTOS.;15/04/2024
Importado Cancelado do SGP;05/06/2023
CLIENTE SOLICITOU CANCELAMENTO EM LOJA INFORMANDO MUDANÇA DE ESTADO. SEM PREVISÃO DE REOTORNO PARA O ENDEREÇO. CIENTE DO FIANCEIRO. REALIZOU ENTREGA DE EQUIPAMENTO EM LOJA.;21/07/2022
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO QUE NÃO MORA MAIS NA CIDADE E O SERVIÇO ESTÁ SEM USO, ENVIADO MENSAGENS VIA WHATSAPP, MAS O CLIENTE NÃO RESPONDEU, ENVIADO BOLETOS PARA PAGAMENTO. INFORMADO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO, E QUE O CANCELAMENTO SÓ SERÁ FINALIZADO APÓS REMOÇÃO DE EQUIPAMENTO.;11/05/2023
EQUIPAMENTO REMOVIDO.;20/10/2022
CANCELADO POR INADIMPLÊNCIA REFERENTE AO MÊS DE AGOSTO E SETEMBRO;22/02/2024
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE JANEIRO E FEVEREIRO.↵REMOVIDO ROTEADOR + ONU + FONTES;04/05/2024
Importado Cancelado do SGP;19/06/2023
CANCELADO POR INADIMPLÊNCIA REFERENTE AO MÊS DE AGOSTO E SETEMBRO;20/02/2024
Importado Cancelado do SGP;30/12/2022
CANCELADO POR INADIMPLÊNCIA REFERENTE AOS MESES DE MARÇO E ABRIL.↵REMOVIDO ONU + ROTEADOR + FONTES;10/07/2024
07/03/2024 - CLIENTE CANCELADO POR INSATISFAÇÃO COM O SERVIÇO. SOLICITOU CANCELAMENTO VIA PLATAFORMA. OFERTADA VISITA TÉCNICA E MUDANÇA DE TITULARIDADE, NÃO ACEITOU.;07/03/2024
Cliente solicitou cancelamento por motivos de insatisfação. Ciente do financeiro e que o cancelamento só será concluído com a remoção do equipamento de sua residência.↵EQUIPAMENTO REMOVIDO;01/08/2023
CANCELAMENTO POR INADIMPLÊNCIA;12/11/2022
CLIENTE NÃO RETIDA. SOLICITOU CANCELAMENTO VIA PLATAFORMA POR MUDANÇA DE CIDADE (EXTREMOZ). OFERTADA E NÃO ACEITA MUDANÇA DE TITULARIDADE. CIENTE DO FINACEIRO E DA REMOÇÃO DOS EQUIPAMENTOS.;05/09/2024
Importado Cancelado do SGP;13/02/2023
CLIENTE NÃO RETIDA. SOLICITOU CANCELAMENTO VIA PLATAFORMA POR MUDANÇA DE ESTADO. OFERTADA E NÃO ACEITA MUDANÇA DE TITULARIDADE. CIENTE DO FINACEIRO E DA REMOÇÃO DOS EQUIPAMENTOS.;29/07/2024
CLIENTE DESEJA CANCELAMENTO POIS MUDOU PARA NATAL, NÃO ACEITOU OFERTAS, CIENTE DO FINANCEIRO.;26/02/2024
Importado Cancelado do SGP;18/09/2023
Importado Cancelado do SGP;26/06/2023
Importado Cancelado do SGP;26/12/2022
Importado Cancelado do SGP;30/01/2023
Cliente solicitou cancelamento informando que o serviço funciona na casa da mãe e a mesma se mudou. foi oferecido ativação em outro endereço, troca de titularidade. mais a cliente optou pelo cancelamento Ciente do financeiro, do prazo de reativação do serviço no mesmo endereço, em até 3 meses com isenção de taxa e que o cancelamento só será concluído com a remoção do equipamento de sua residência.↵EQUIPAMENTO REMOVIDO;07/07/2023
Importado Cancelado do SGP;26/09/2023
CLIENTE SOLICOTOU CANCELAMENTO INFORMANDO QUE O SERVIÇO ESTÁ SEM USO NO ENDEREÇO DE INSTALAÇÃO, REALIZADO CONTATO, OFERECIDO ATIVAÇÃO EM OUTRO ENDEREÇO SEM TAXA, SEM A COBRANÇA DE 40,00 REAIS. APÓS PAGAMENTO DOS BOLETOS EM ABETTO. CLIENTE INFORMA QUE NÃO DESEJA TRANSFERIR POIS TERIA QUE PAGAR OS BOLETOS. ENVIADO BOLETOS PARA PAGAMENTO. INFORMADO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA E QUE O CANCELAMENTO SÓ SERÁ FINALIZADO APÓS REMOÇÃO DO EQUIPAMENTO.↵↵EQUIPAMENTO REMOVIDO.;02/05/2023
EQUIPAMENTO REMOVIDO.;13/02/2023
CLIENTE DESISTIU DA ATIVAÇÃO.;04/05/2022
CLIENTE SOLICITA CANCELAMENTO POIS IRÁ MUDAR-SE DE ENDEREÇO, EM CONTATO VIA WHATSAPP OFERTADO TROCA DE TITULARIDADE E A MESMA RECUSA POIS EM SEU NOVO ENDEREÇO JÁPOSSUI CONTRATO CONOSCO.↵GERADO TÍTULO PROPORCIONAL.;25/09/2023
CLIENTE SOLICITOU CANCELAMENTO DO CONTRATO INFORMANDO QUE A LOJA FECHOU, REALIZDO CONTATO, INFORMANDO SOBRE VALOR DE MULTA, OFERECIDO ATIVAÇÃO EM OUTRO ENDEREÇO, TROCA DE TITULARIDADE. ACORDADO RETORNO NA SEGUNDA FEIRA DIA 23/01/2023. CLIENTE NÃO ATENDEU AS TENTATIVAS DE CONTATO E NÃO RESPONDEU AS MENSAGENS ENVIADAS NO WHATSAPP. ENVIADO BOLETOS PARA PAGAMENTO. INFORMADO PRAZO DE 3 MESES PARA ATIVAÇÃO NO MESMO ENDEREÇO SEM TAXA DE INSTALAÇÃO. FOI REALIZADO ENTREGA DE EQUIPAMENTO EM LOJA.;26/01/2023
